Country,Internet_use,energy_eff,reduce_energy,confident_energy,coal_energy,natural_gas,hydroelectric,nuclear,solar,wind,biomass,worried_expensive,worried_fossil,worried_disaster,worried_insufpower,worried_techfail,climate_change,climatechng_thoughts,clmthgt2,ccnthum,personal_resp,worried_cc,cc_good_bad,reduce_cc,largeno_limitenergy,govt_reducecc,reduce_ownuse,favour_taxff,favour_subsidiseRE,ban_appliance,gender,age,marriage,highest_education,household_income,father_education,mother_education,care_environment
BE,5,10,5,5,5,3,3,4,2,1,3,3,5,3,3,3,2,6,3,3,5,3,3,5,5,6,5,2,2,3,2,51,4,720,8,610,610,1
BE,3,8,5,9,4,4,2,4,2,2,3,4,4,4,4,4,1,6,4,4,5,4,0,7,5,2,5,3,2,2,1,45,66,222,6,0,0,1
BE,5,6,4,7,5,3,3,5,2,1,5,3,3,2,2,2,2,6,4,3,8,3,2,6,4,4,7,2,1,2,1,37,66,323,8,610,720,2
BE,5,8,3,8,5,3,4,4,3,4,4,4,4,1,3,3,1,6,4,4,7,3,3,6,4,7,7,3,1,2,1,21,6,620,8,610,610,3
BE,5,7,6,4,4,1,4,3,1,1,3,5,5,5,5,5,1,6,5,4,5,5,1,4,4,6,3,1,1,5,1,60,66,313,4,313,313,2
BE,1,10,5,7,4,3,2,5,1,1,1,5,4,3,3,2,2,6,3,3,4,3,6,8,6,6,7,4,2,4,2,67,4,321,4,321,321,3
BE,5,8,4,7,4,4,2,4,2,2,1,4,3,2,3,3,1,6,4,4,7,4,1,6,4,6,6,2,2,2,2,25,1,323,6,113,113,4
BE,5,7,3,7,4,3,1,1,1,1,1,3,3,3,2,2,1,6,2,5,6,3,3,9,6,4,6,5,1,5,1,21,6,423,9,421,321,4
BE,5,9,4,8,4,3,2,3,2,2,2,4,3,4,3,2,2,6,3,3,8,2,1,4,2,1,2,2,4,2,1,62,66,321,10,0,0,3
BE,5,9,3,9,4,3,2,4,2,2,3,3,3,4,4,4,2,6,3,3,7,3,5,5,4,5,3,4,2,2,1,36,66,421,7,113,423,2
BE,5,8,2,8,3,2,2,4,2,2,3,4,4,4,4,4,1,6,3,3,7,3,6,6,3,4,5,3,2,3,2,17,6,213,88,720,610,3
BE,5,9,6,9,3,2,2,4,2,2,2,3,2,4,3,3,1,6,3,3,7,3,2,5,4,4,7,4,2,2,2,64,5,222,2,113,113,2
BE,5,8,3,5,4,2,3,5,1,4,3,4,4,4,4,4,1,6,3,4,7,4,4,4,6,7,5,3,2,3,2,39,6,610,7,313,610,4
BE,5,8,3,4,3,5,3,5,2,2,3,3,3,3,3,3,1,6,3,4,5,3,0,5,5,2,5,1,5,1,1,23,6,213,3,213,113,3
BE,1,8,3,4,4,3,2,3,2,2,3,3,3,3,3,2,2,6,1,4,3,2,6,5,5,5,3,3,2,3,1,81,66,423,3,113,113,2
BE,4,8,5,7,3,3,3,4,3,3,4,4,4,4,4,4,1,6,4,4,8,4,4,7,7,6,6,4,2,2,2,43,66,323,6,222,213,2
BE,4,10,6,5,5,3,5,5,2,2,2,3,3,1,1,2,2,6,2,3,4,3,6,2,4,5,2,4,2,2,2,57,66,610,88,113,222,2
BE,5,7,3,7,5,4,3,5,2,1,4,3,3,2,2,3,1,6,3,4,4,3,9,7,6,8,7,2,2,3,1,20,6,421,7,423,423,3
BE,5,7,3,8,3,3,2,5,2,2,4,4,3,2,2,1,1,6,4,4,5,3,3,3,4,3,4,5,2,3,1,34,6,222,6,113,113,2
BE,5,8,5,7,5,3,2,5,3,2,4,4,4,3,2,2,2,6,3,3,5,2,4,6,6,5,5,2,1,1,2,68,66,413,7,113,113,1
BE,5,9,5,7,5,3,2,5,1,1,2,4,3,4,3,3,1,6,3,3,6,3,6,4,5,5,6,4,2,1,2,43,66,610,7,113,113,2
BE,1,3,4,5,5,4,2,4,2,1,2,4,2,2,2,2,2,6,2,3,5,2,5,4,3,5,2,4,3,3,1,57,66,5555,3,0,0,2
BE,5,3,2,10,5,4,3,5,1,1,2,3,4,2,3,2,1,6,2,4,5,3,3,8,5,5,4,2,2,2,1,19,6,323,4,610,313,4
BE,5,7,4,7,5,2,2,4,1,1,2,3,3,4,4,3,1,6,1,5,8,3,3,4,3,5,4,4,2,2,2,19,6,323,5,113,421,4
BE,5,8,1,0,5,3,1,4,1,1,4,5,1,5,5,4,3,6,1,2,0,1,5,10,2,10,10,5,5,1,1,34,6,321,6,321,0,4
BE,1,10,6,10,5,2,1,5,2,2,4,4,3,3,3,3,1,6,3,3,9,2,1,2,4,5,5,1,1,3,1,49,66,321,6,321,113,2
BE,5,10,5,8,3,2,2,5,2,2,2,4,3,4,3,3,1,6,1,4,10,3,0,6,8,7,5,5,1,1,1,46,66,421,8,313,113,2
BE,1,8,4,7,3,2,3,4,3,3,3,3,3,4,3,3,1,6,2,4,7,3,3,6,3,4,5,4,2,4,1,59,4,313,3,113,113,2
BE,1,7,3,2,4,3,3,5,4,4,4,4,2,4,4,4,1,6,3,4,5,3,3,4,4,2,2,4,2,4,2,72,5,222,3,8888,8888,2
BE,1,9,5,5,5,3,3,3,2,2,4,4,3,3,3,4,2,6,3,3,8,3,3,5,7,8,7,4,4,2,2,70,66,222,4,113,113,1
BE,1,10,6,9,5,4,2,4,2,2,3,3,3,2,2,1,1,6,3,3,4,3,3,4,3,6,1,5,5,2,2,84,5,113,2,0,0,2
BE,1,7,3,3,5,3,4,3,3,2,4,4,3,3,3,2,2,6,2,2,4,2,5,5,5,5,5,3,3,3,2,78,5,313,3,213,113,3
BE,5,8,5,3,4,3,1,5,1,1,3,4,4,2,2,2,1,6,4,4,9,4,0,8,4,5,8,2,1,3,1,32,6,610,7,610,313,1
BE,4,5,6,3,3,3,3,3,3,3,3,4,2,2,2,2,1,6,3,4,5,3,2,7,6,6,7,2,3,1,2,40,66,0,3,0,0,2
BE,5,10,6,8,5,2,1,5,1,1,1,4,3,1,1,1,1,6,5,4,10,4,0,7,6,6,6,5,1,1,2,30,6,710,6,720,720,1
BE,2,4,5,10,5,3,4,5,2,2,2,4,4,4,4,4,2,6,2,4,4,4,4,7,7,5,6,3,1,5,1,76,4,321,5,0,0,2
BE,4,8,5,9,5,4,3,5,3,3,4,3,3,2,1,2,1,6,4,4,7,3,1,4,1,2,1,3,2,3,1,42,6,720,6,710,720,2
BE,5,7,3,7,5,3,3,2,4,4,4,3,2,1,1,1,2,6,2,3,7,2,5,6,4,5,2,5,2,4,1,29,6,720,1,610,610,2
BE,1,8,4,6,5,3,4,2,2,2,3,5,4,3,3,4,1,6,3,2,6,4,3,7,5,5,5,5,2,4,1,77,66,323,4,113,113,2
BE,5,9,5,5,4,3,2,4,1,1,3,4,4,3,4,4,2,6,3,3,7,4,8,7,5,6,7,4,2,2,2,27,6,610,4,113,113,2
BE,1,8,5,7,2,1,1,5,1,1,1,5,1,3,5,3,1,6,2,4,7,3,4,7,4,4,8,4,1,1,1,60,66,113,7,0,0,2
BE,5,10,6,5,5,3,3,3,3,3,3,4,3,3,2,2,1,6,3,4,6,3,3,6,4,5,4,4,3,3,1,41,6,313,5,610,323,2
BE,1,10,6,9,5,5,3,5,3,3,4,4,2,2,2,2,1,6,5,4,5,5,0,9,5,6,6,4,1,1,1,79,66,113,5,113,113,1
BE,4,10,5,8,4,2,3,3,2,2,5,3,2,2,2,2,2,6,3,3,5,2,3,7,5,5,6,4,3,2,2,42,66,323,6,8888,8888,4
BE,5,8,4,10,4,4,3,5,2,2,4,3,3,3,2,2,2,6,3,4,8,3,2,8,4,3,6,2,2,1,2,28,66,720,8,610,313,2
BE,5,3,3,7,3,3,3,4,1,1,3,3,1,3,1,1,1,6,3,4,7,3,5,5,5,5,5,3,3,3,1,42,6,610,4,321,321,5
BE,4,5,4,5,4,2,2,3,2,2,4,3,3,3,3,3,1,6,3,4,7,3,7,5,4,5,5,3,2,2,2,48,66,800,9,222,113,3
BE,5,8,6,8,5,3,1,5,1,1,1,4,4,3,3,3,1,6,3,3,8,3,5,9,7,7,6,1,1,1,2,61,66,710,7,222,213,2
BE,1,10,5,5,3,3,2,4,2,2,2,4,4,2,2,2,1,6,4,4,9,4,1,9,2,2,7,3,2,2,2,67,6,313,3,222,113,2
BE,1,8,4,8,4,2,5,5,5,1,1,4,3,3,3,3,3,6,3,4,8,3,8,6,7,7,8,3,4,3,1,85,66,113,5,113,113,1
BE,1,9,5,2,5,2,55,5,2,2,55,4,3,2,2,2,2,6,3,2,2,2,2,6,5,8,5,4,2,2,1,63,66,113,3,113,113,3
BE,5,9,4,7,5,2,1,4,3,1,1,5,3,2,3,3,2,6,4,2,8,3,3,3,3,4,6,5,1,5,2,40,6,423,4,113,323,1
BE,5,2,3,7,5,4,3,2,2,2,3,4,4,3,3,3,2,6,3,3,2,2,2,5,5,6,6,4,2,3,2,54,66,610,88,323,113,3
BE,5,9,5,7,4,3,4,4,3,3,4,3,3,2,2,2,2,6,3,4,6,4,6,3,3,5,7,3,2,3,1,67,66,423,4,113,113,1
BE,5,10,3,9,4,3,3,2,2,2,2,4,2,2,2,2,1,6,3,3,5,2,4,8,8,6,8,3,2,2,2,48,66,323,6,113,113,1
BE,5,10,5,8,5,2,2,4,2,1,4,4,5,2,4,3,2,6,3,3,7,2,3,3,3,8,5,3,2,3,1,51,66,720,10,720,313,2
BE,5,7,3,8,5,3,2,4,2,2,1,3,2,2,3,3,2,6,3,5,4,3,4,2,3,3,4,1,1,2,1,23,6,510,88,720,610,3
BE,5,8,4,8,3,3,2,4,2,2,3,4,3,1,3,3,2,6,3,3,6,3,4,7,3,3,2,3,1,1,2,25,6,720,4,610,423,2
BE,3,10,6,2,5,4,1,5,1,1,2,3,4,2,3,3,1,6,4,5,10,5,0,10,5,6,10,1,1,1,1,37,66,710,5,423,113,1
BE,5,6,4,7,5,4,3,4,2,2,1,4,4,3,2,2,1,6,5,4,8,4,2,6,6,6,2,2,1,2,1,19,6,323,88,5555,5555,3
BE,5,9,4,3,5,2,2,4,2,2,3,4,3,3,3,3,1,6,4,4,8,4,3,8,6,6,6,3,2,2,2,71,66,610,7,222,113,1
BE,5,9,5,2,4,4,2,4,2,2,2,4,4,4,4,2,1,6,4,4,8,4,1,7,6,8,6,4,2,1,2,42,4,610,4,323,222,1
BE,2,8,6,0,5,2,1,4,2,2,4,5,2,1,1,1,1,6,1,5,9,4,2,7,3,7,5,5,2,3,2,55,66,222,9,113,113,2
BE,5,2,3,2,3,1,2,4,2,2,2,2,2,2,2,2,1,6,1,3,4,2,1,5,2,4,2,3,3,3,2,34,66,323,6,313,313,5
BE,5,9,4,9,4,2,2,3,2,2,3,3,2,1,1,2,2,6,1,3,5,2,7,8,4,8,4,4,2,2,1,48,66,323,7,222,222,2
BE,1,6,4,2,4,2,55,5,2,2,55,5,2,2,3,3,2,6,1,4,1,2,5,5,4,5,3,4,3,3,1,80,6,113,2,113,113,2
BE,1,10,6,10,4,5,3,5,1,2,3,3,3,3,3,3,2,6,4,4,6,3,0,5,5,0,6,3,2,2,2,75,5,610,5,720,113,2
BE,5,5,3,6,5,2,2,2,2,2,3,2,3,1,2,2,1,6,4,4,1,3,2,5,6,7,3,2,3,2,1,20,6,313,88,720,610,2
BE,5,10,5,9,5,3,2,3,3,4,4,4,2,4,3,2,1,6,3,4,5,3,1,3,3,3,5,2,5,1,2,66,66,313,7,113,113,2
BE,3,10,5,8,4,4,1,5,1,1,2,3,5,2,3,3,1,6,4,4,9,5,0,7,7,10,8,2,2,2,2,19,6,321,5,213,610,1
BE,5,8,6,7,5,4,2,3,2,2,2,3,3,2,2,2,1,6,4,5,7,3,0,7,6,0,6,2,2,2,1,55,66,323,7,113,222,2
BE,5,10,5,5,5,4,1,3,1,1,2,3,3,3,3,3,1,6,3,5,5,3,0,5,3,1,5,1,1,1,2,33,6,610,9,610,610,1
BE,5,9,5,8,5,2,1,2,3,3,3,3,3,3,2,2,1,6,4,3,7,4,2,5,3,2,4,4,2,2,1,28,6,610,7,720,610,2
BE,4,5,3,6,5,1,1,4,1,2,2,4,4,2,2,2,2,6,3,3,4,2,5,3,5,6,3,5,2,2,1,53,4,321,4,313,222,4
BE,5,7,2,7,5,2,2,5,1,1,3,4,3,4,2,3,2,6,2,4,6,3,3,7,3,6,5,4,2,3,2,17,6,213,10,610,720,4
BE,1,10,5,10,4,2,1,4,1,1,1,5,5,5,5,5,1,6,4,3,10,5,10,10,6,8,10,4,4,1,1,52,5,321,88,8888,8888,1
BE,5,9,3,9,5,5,2,1,2,2,5,3,2,3,3,3,1,6,4,3,5,3,5,2,2,4,2,2,3,4,1,37,66,610,8,323,213,3
BE,5,8,3,8,4,4,1,2,2,2,3,3,3,2,3,2,1,6,4,4,7,3,2,8,5,5,8,2,4,2,1,20,6,313,9,710,800,2
BE,5,5,3,8,4,2,2,4,2,2,2,4,3,3,3,3,1,6,4,3,5,4,6,5,7,8,6,2,2,3,2,42,6,610,9,610,610,3
BE,5,8,4,7,5,5,2,2,2,5,2,3,2,2,2,2,2,6,3,3,7,2,5,4,3,6,6,4,2,2,1,26,6,720,3,423,321,3
BE,1,9,5,5,5,5,2,3,2,1,2,3,3,3,3,3,1,6,4,4,6,3,0,4,2,1,3,1,1,3,1,86,4,313,7,0,0,2
BE,2,10,6,5,4,3,2,4,1,1,3,4,4,3,3,2,1,6,4,4,3,3,8,9,6,5,7,2,1,1,2,65,5,610,2,8888,8888,1
BE,5,7,3,3,5,5,1,5,1,1,3,2,2,3,3,3,1,6,3,4,7,3,0,5,5,2,6,4,4,2,1,49,66,222,6,213,0,2
BE,5,8,3,3,5,5,2,3,2,2,4,3,3,3,3,3,1,6,2,4,5,2,3,5,4,3,2,4,2,3,1,54,6,222,5,321,113,2
BE,1,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,2,6,3,3,5,3,5,6,6,5,5,3,3,3,1,80,6,113,3,113,113,4
BE,5,10,5,8,5,88,1,3,1,2,3,5,3,4,4,4,1,6,4,4,7,4,0,5,5,0,3,3,1,1,2,46,6,313,3,313,313,2
BE,1,5,3,5,3,3,3,3,3,3,3,2,3,3,3,3,2,6,3,3,6,2,5,5,5,5,5,4,4,4,1,67,6,0,1,0,0,5
BE,5,10,5,8,5,2,2,5,2,2,2,4,4,3,5,4,1,6,4,3,9,4,3,6,6,3,7,2,2,4,1,43,66,610,8,0,213,2
BE,5,9,6,9,5,1,2,3,1,1,2,3,2,3,3,4,2,6,4,3,7,3,4,8,7,8,4,4,3,2,2,29,66,720,9,610,720,2
BE,5,8,4,8,5,4,3,5,2,2,3,5,2,4,2,3,1,6,4,4,8,5,2,7,3,3,8,1,1,1,1,46,6,313,8,720,720,2
BE,5,8,3,6,4,2,4,3,2,2,4,4,2,1,2,2,2,6,3,3,4,3,4,6,2,2,3,4,4,2,2,35,66,213,5,113,113,2
BE,5,8,5,6,5,2,2,4,1,2,4,3,3,4,3,3,2,6,4,4,6,3,3,6,4,6,5,2,1,2,2,25,6,620,7,421,610,2
BE,5,8,5,9,5,5,2,4,1,1,1,3,4,2,2,2,1,6,2,5,9,3,0,8,8,7,9,2,2,2,2,28,6,610,7,710,610,1
BE,5,9,5,7,3,4,2,5,1,1,2,4,3,2,2,3,2,6,4,4,5,4,4,5,6,6,5,5,4,2,1,59,66,610,3,222,213,2
BE,5,10,5,7,4,3,2,4,1,2,2,4,3,3,3,3,1,6,3,3,5,4,3,6,3,3,3,3,1,2,2,66,6,720,5,213,222,2
BE,5,8,5,7,4,3,3,5,2,1,4,4,3,1,3,2,1,6,3,4,7,4,3,6,2,4,7,2,3,3,1,78,66,313,3,222,222,3
BE,1,7,4,4,4,3,4,3,3,3,4,4,3,2,4,4,2,6,3,4,4,2,4,5,2,3,4,5,2,2,2,83,5,313,4,610,222,3
BE,1,6,3,6,3,3,3,3,3,3,3,3,3,4,3,4,2,6,3,3,5,2,5,5,5,5,6,4,3,4,1,59,66,113,5,113,113,3
BE,5,7,6,5,4,2,2,2,1,4,5,3,3,3,2,2,2,6,3,3,6,4,6,8,3,6,6,2,2,2,2,63,66,610,7,222,113,2
BE,5,10,5,8,4,3,2,5,1,1,3,5,4,3,3,4,1,6,5,4,6,4,2,7,4,3,7,4,1,2,2,49,6,610,6,222,222,1
BE,5,7,6,7,4,2,1,2,1,1,1,3,4,1,2,1,1,6,4,4,7,3,3,8,7,6,8,2,1,1,1,84,5,720,2,720,313,2
BE,5,10,6,9,5,4,1,5,2,1,1,4,1,3,3,2,1,6,4,4,8,3,3,8,1,4,0,5,5,1,2,41,66,610,3,720,610,2
BE,1,8,5,7,3,2,2,3,2,3,4,3,3,3,3,3,2,6,3,2,5,3,7,7,3,5,6,3,2,2,2,83,66,610,8,610,413,3
BE,5,9,5,8,5,3,5,3,2,3,4,4,1,1,1,2,2,6,1,2,0,1,5,5,6,4,0,5,2,2,2,54,66,610,7,0,0,4
BE,5,10,1,5,5,3,2,3,2,2,4,4,4,3,3,3,1,6,3,3,3,2,5,3,3,2,2,5,1,2,1,35,4,610,5,620,620,2
BE,5,8,3,7,5,3,2,4,2,2,4,3,2,1,2,2,1,6,1,3,7,3,4,7,6,6,7,4,4,2,1,50,6,610,9,313,113,1
BE,5,8,4,6,4,4,4,2,2,3,3,3,4,2,3,2,1,6,4,2,1,2,5,3,4,5,3,4,2,4,2,30,66,720,7,423,323,2
BE,1,7,5,6,4,4,3,4,2,2,2,4,3,2,2,2,2,6,3,4,6,3,7,6,4,5,6,3,2,3,1,90,5,610,3,610,313,2
BE,2,9,4,9,4,4,3,5,2,2,3,4,3,2,3,3,2,6,3,3,7,3,6,8,6,7,7,4,2,3,2,53,66,423,6,113,222,2
BE,5,8,6,7,4,3,1,4,1,1,2,4,3,4,3,2,2,6,3,3,4,4,2,6,5,4,4,2,3,2,1,33,6,222,7,113,8888,2
BE,5,10,6,1,5,5,5,3,1,1,2,3,4,1,1,2,1,6,4,3,3,2,4,2,0,4,0,5,3,2,1,29,66,213,9,720,0,2
BE,5,7,5,6,4,1,1,4,1,1,3,4,4,3,4,3,2,6,4,4,7,3,7,6,4,6,5,4,2,2,2,52,66,323,6,222,213,2
BE,5,6,4,9,5,3,1,5,1,1,4,2,2,1,2,2,1,6,4,4,2,3,2,6,2,6,0,2,1,2,1,48,66,610,9,720,313,1
BE,5,8,4,10,5,4,2,4,2,2,2,4,4,3,3,3,1,6,4,4,7,4,2,7,4,5,7,4,2,2,1,38,66,323,8,113,113,2
BE,5,9,3,6,5,3,4,4,3,2,3,4,2,2,2,1,2,6,3,3,7,3,6,6,6,5,3,3,2,1,1,55,66,313,8,321,222,2
BE,5,6,4,7,5,2,1,4,1,1,1,4,4,3,3,3,2,6,4,3,5,3,2,6,3,6,3,4,2,5,2,24,6,720,8,720,720,3
BE,5,9,6,10,5,3,1,3,1,1,3,3,3,2,1,2,1,6,4,4,7,4,0,8,3,4,2,2,1,1,2,49,6,710,8,323,323,1
BE,1,10,2,8,5,4,3,4,1,1,2,5,1,1,3,4,1,6,4,5,0,2,4,8,2,2,0,5,5,4,1,69,6,113,4,113,113,2
BE,5,9,6,7,5,1,1,2,2,2,3,4,2,3,3,3,1,6,1,3,6,3,3,5,2,3,5,4,2,1,1,43,66,423,6,113,8888,2
BE,5,10,6,0,5,3,2,5,2,2,3,4,5,4,4,4,1,6,5,4,10,4,1,9,8,6,8,2,1,1,1,70,66,323,3,113,113,1
BE,5,9,4,8,5,2,2,4,1,1,1,3,4,3,3,3,1,6,4,4,6,3,4,8,5,6,8,4,1,1,2,46,66,720,10,610,313,2
BE,1,8,4,3,88,88,88,88,88,2,2,4,8,4,4,8,1,6,2,4,8,4,7,4,4,4,6,5,1,1,2,76,1,113,3,113,113,1
BE,1,5,5,2,4,2,2,3,3,2,1,4,1,3,4,5,3,6,3,55,66,6,66,66,66,66,66,5,4,4,1,81,5,313,3,610,313,2
BE,1,9,2,3,4,2,1,4,2,1,3,4,2,5,4,3,1,6,3,3,8,4,4,6,3,5,6,2,1,3,2,73,5,313,3,113,113,2
BE,2,8,4,5,5,2,2,4,1,2,4,4,3,3,3,3,1,6,5,4,8,3,7,6,5,6,2,3,1,1,2,58,66,321,6,8888,222,2
BE,1,10,3,0,2,2,2,1,2,2,2,5,4,3,4,3,1,6,3,2,7,4,5,3,2,5,0,4,4,4,1,87,5,323,7,113,113,2
BE,4,9,5,7,5,4,2,3,1,1,2,3,3,4,4,4,1,6,4,4,7,4,2,6,6,0,7,1,1,1,2,59,66,222,4,222,113,2
BE,5,7,4,5,5,2,4,3,2,2,4,4,2,4,3,4,2,6,3,3,4,3,6,5,3,6,5,2,2,4,2,30,66,720,4,610,113,3
BE,5,10,4,7,4,3,3,2,2,1,3,4,2,3,3,2,2,6,2,4,6,2,6,6,7,6,5,5,4,2,2,39,66,423,8,323,8888,4
BE,5,9,5,7,5,5,2,5,1,1,3,4,4,3,3,3,1,6,4,5,8,4,0,7,3,0,5,1,1,1,2,45,6,720,6,720,222,1
BE,5,6,3,4,5,3,2,3,3,3,3,3,3,3,3,3,1,6,3,4,5,3,3,2,5,3,5,1,1,1,2,35,6,800,9,710,323,2
BE,1,7,5,3,3,3,2,2,4,3,3,4,2,2,3,3,2,6,3,3,4,2,6,5,5,4,3,3,4,4,2,67,5,213,5,113,113,2
BE,1,7,5,9,5,4,4,5,1,1,1,4,4,5,5,5,3,6,3,4,7,4,9,8,9,8,8,4,4,4,2,80,66,213,4,113,113,3
BE,3,8,6,7,5,1,1,5,1,1,1,4,3,2,2,3,1,6,4,4,7,4,1,5,7,7,7,4,1,1,1,59,66,213,7,423,113,1
BE,4,9,5,7,4,1,2,2,1,3,1,5,4,3,3,3,1,6,3,3,5,3,5,8,2,3,0,5,3,4,2,70,66,313,8,113,113,2
BE,1,10,5,8,5,3,1,3,2,2,2,5,5,5,5,5,1,6,1,3,7,3,5,7,3,4,4,4,2,2,1,78,66,323,4,113,213,2
BE,4,10,6,7,5,3,2,5,1,1,2,4,4,4,4,4,1,6,3,3,10,3,7,5,3,4,4,5,2,1,1,52,66,421,5,113,0,2
BE,5,9,5,7,3,3,2,4,2,2,3,3,4,2,3,4,1,6,3,4,10,3,1,6,4,6,7,4,2,1,2,43,4,720,5,610,321,2
BE,5,8,2,8,4,3,2,5,2,2,2,3,3,2,2,2,1,6,1,4,1,2,2,5,3,5,5,2,1,2,1,17,6,213,88,313,423,3
BE,5,8,3,3,3,2,2,3,1,2,2,2,2,2,1,1,2,6,1,2,2,2,3,4,4,3,3,5,3,2,2,58,66,421,5,113,321,2
BE,5,8,5,7,4,2,2,3,3,1,2,2,3,3,3,2,2,6,2,3,5,3,5,4,4,6,5,4,3,3,1,19,6,323,8,323,610,4
BE,5,10,5,10,5,4,2,5,1,1,2,4,5,4,3,3,1,6,4,4,9,5,0,9,2,3,7,1,1,1,2,26,6,610,7,610,323,1
BE,5,9,5,8,5,4,2,5,1,1,1,4,5,1,2,2,1,6,5,5,8,5,0,10,3,5,5,1,1,2,2,21,6,313,88,323,423,1
BE,5,10,4,7,5,4,2,5,2,2,2,4,5,1,2,2,1,6,4,3,6,3,3,8,4,1,5,2,1,2,1,24,6,313,7,213,423,1
BE,5,9,5,10,5,3,2,5,1,2,3,3,4,2,3,2,1,6,4,4,8,3,9,6,6,4,7,4,5,1,1,64,66,710,5,222,113,2
BE,1,9,2,10,5,2,2,3,2,1,1,3,4,5,3,3,2,6,2,3,9,2,7,8,5,8,8,2,2,2,1,79,66,213,4,113,113,2
BE,5,9,3,4,4,4,2,5,1,2,3,3,4,3,3,1,2,6,1,3,6,2,3,4,2,4,5,3,2,1,1,38,6,423,7,710,423,2
BE,5,9,2,7,5,3,3,5,1,1,3,5,2,2,3,3,2,6,2,3,2,3,6,6,7,5,4,4,2,2,1,24,4,423,3,323,222,3
BE,1,8,3,3,5,2,1,5,1,1,1,4,4,2,3,2,1,6,4,3,5,2,4,8,3,5,6,2,1,3,2,86,5,321,9,113,113,1
BE,3,10,6,8,5,3,1,5,2,2,1,3,4,3,2,2,1,6,4,3,8,4,0,7,4,6,4,2,1,2,1,68,4,720,7,800,610,2
BE,2,7,4,5,5,5,2,4,2,2,3,4,3,3,3,3,1,6,3,5,6,3,0,6,5,4,5,1,1,1,2,52,4,321,3,113,113,2
BE,5,8,3,10,3,3,2,3,2,2,2,2,2,2,2,2,1,6,2,5,6,2,2,6,2,7,7,3,4,1,1,15,6,213,7,423,313,5
BE,3,7,3,5,3,3,1,2,2,2,2,3,2,2,2,2,2,6,3,4,6,3,6,7,5,5,5,5,2,2,1,41,4,222,1,113,113,2
BE,5,8,3,7,5,4,2,3,3,2,2,4,3,3,3,3,1,6,3,4,8,3,0,5,4,3,7,4,2,3,1,39,66,313,7,222,213,2
BE,5,8,5,9,5,4,3,3,2,2,2,5,4,2,2,2,2,6,4,4,5,2,4,2,3,2,1,5,2,1,1,31,6,720,5,113,222,3
BE,5,8,4,8,5,4,2,3,1,1,1,4,4,3,4,4,1,6,4,5,8,5,2,8,4,6,7,3,1,3,1,57,66,323,7,113,113,2
BE,1,10,6,10,3,3,3,3,1,1,2,3,3,3,3,3,1,6,3,4,8,3,5,5,5,5,5,5,2,2,1,66,4,323,2,0,113,2
BE,5,7,3,5,5,3,1,3,1,2,1,2,3,3,2,2,2,6,3,3,7,3,1,7,7,7,7,2,4,2,1,43,6,720,7,720,313,3
BE,1,5,3,5,88,5,3,2,2,2,2,3,3,3,3,3,2,6,3,4,5,3,5,5,5,5,5,3,3,3,2,83,5,213,2,620,113,2
BE,5,8,4,6,5,2,1,2,2,3,2,2,4,4,5,4,2,6,4,4,7,3,1,4,3,3,5,2,2,2,1,38,66,720,8,800,313,4
BE,1,9,3,2,2,3,5,3,2,2,3,4,4,2,3,2,2,6,3,4,1,3,4,5,5,5,5,5,1,8,1,96,5,222,2,0,0,3
BE,4,9,3,8,3,3,2,5,2,2,1,4,3,2,3,2,1,6,4,5,5,3,3,9,5,1,7,3,1,1,1,33,6,423,5,421,113,2
BE,5,8,2,5,4,2,1,4,2,2,2,3,3,3,3,2,1,6,1,4,5,3,2,5,5,5,6,4,1,3,1,65,4,222,7,222,113,3
BE,5,10,5,8,5,3,1,4,1,1,1,4,3,2,2,2,1,6,1,3,7,3,3,5,3,3,4,4,2,2,1,26,6,323,7,313,720,2
BE,1,8,6,10,88,88,88,88,88,88,88,3,3,3,3,3,2,6,3,3,5,3,5,5,5,5,5,5,8,2,2,64,66,8888,3,0,0,8
BE,5,7,4,7,3,2,2,4,2,2,2,3,3,3,3,2,2,6,3,3,7,3,3,7,6,6,1,2,1,4,1,19,6,213,7,213,213,2
BE,4,5,3,5,3,2,2,4,2,2,2,1,2,2,2,2,2,6,1,3,5,2,5,3,5,5,5,3,3,3,1,23,6,321,9,222,5555,3
BE,5,5,3,10,3,1,1,1,1,1,3,1,4,3,3,3,1,6,3,5,10,3,5,5,5,5,5,5,5,5,1,16,6,113,1,113,0,1
BE,5,8,4,7,3,3,1,4,3,1,1,5,5,5,5,5,1,6,4,3,7,4,4,5,3,4,2,5,3,1,2,37,66,323,8,8888,0,2
BE,5,7,2,3,5,5,3,4,2,2,2,4,2,2,2,2,1,6,3,4,5,2,1,5,5,5,4,3,1,1,1,30,6,313,6,213,213,2
BE,4,7,3,8,5,4,5,5,4,2,5,1,1,3,2,1,3,6,4,3,5,2,6,7,1,3,0,4,1,3,1,23,6,313,2,8888,113,2
BE,1,8,5,5,4,2,2,2,2,2,4,4,4,3,3,3,1,6,3,3,8,3,3,5,3,3,8,1,1,1,1,81,66,710,8,113,113,1
BE,5,9,5,9,4,4,2,2,1,2,3,3,4,4,3,4,1,6,4,4,10,4,0,8,4,5,5,5,2,2,1,18,6,213,5,313,313,2
